id,nom,prenom,email,telephone,age,ville,experience_annees,poste_actuel,entreprise_actuelle,education_niveau,diplome,universite,annee_diplome,competences_techniques,competences_langues,langues_niveau,experience_detail,projets,certifications,disponibilite,pretention_salaire
75,Lamrani,Rachid,rachid.lamrani75@email.ma,0636957620,42,Oujda,8,"Ingénieur réseau","Maroc Telecom",Bac+3,"Master SI",ENSI,2021,"Agile, Git, Laravel, PHP, Angular, SQL, Kubernetes, AWS","Anglais, Arabe, Français","Courant, Intermédiaire","Expérience chez OCP pendant 8 an(s).","Projet JavaScript.",,Immédiate,11324
76,Kabbaj,Karim,karim.kabbaj76@email.ma,0630727916,52,Kenitra,8,"Administrateur système",Majorel,Bac+5,"Master Big Data","Université Hassan II",2018,"Angular, Machine Learning, Pandas, Git","Anglais, Français","Bilingue, Natif","Expérience chez OCP pendant 8 an(s).",,,Immédiate,23985
77,"El Amrani",Meryem,meryem.el.amrani77@email.ma,0613132070,31,Settat,15,"Développeur Full Stack","Attijariwafa Bank",Bac+3,"Licence informatique","FST Fes",2014,"Symfony, MySQL, Angular, Tableau, Docker, Machine Learning, SQL, Vue.js, Scrum, Laravel, Power BI, Agile","Anglais, Arabe","Natif, Intermédiaire, Courant","Expérience chez Capgemini Maroc pendant 15 an(s).","Projet Pandas.",,"1 mois",7249
78,Alaoui,Houda,houda.alaoui78@email.ma,0621461584,43,Meknes,10,"Data Engineer","Maroc Telecom",Bac+5,"Master Réseaux",INSEA,2022,"React, PHP, Azure, CI/CD, Node.js","Français, Anglais, Arabe","Courant, Bilingue","Expérience chez OCP pendant 10 an(s).",,,"1 mois",11582
79,Benkirane,Imane,imane.benkirane79@email.ma,0664155294,38,Tanger,8,"Responsable SI","Capgemini Maroc",Bac+5,"Master SI","Université Cadi Ayyad",2025,"PostgreSQL, Spring, Vue.js, Tableau, Kubernetes","Anglais, Français","Courant, Bilingue, Natif","Expérience chez REDAL pendant 8 an(s).",,,"1 mois",25100
80,Naciri,Adil,adil.naciri80@email.ma,0649930133,42,Sale,0,,,Bac+2,"Ingénieur d'état",EHTP,2025,"Spring, CI/CD, SQL, Pandas, Machine Learning, Power BI","Arabe, Anglais, Français","Bilingue, Natif, Intermédiaire",,,,"2 mois",14762
81,Naciri,Younes,younes.naciri81@email.ma,0654635989,43,Casablanca,5,"Administrateur système",Webhelp,Bac+2,"Master Data","Université Hassan II",2025,"Python, MySQL, AWS, PostgreSQL, Node.js, Vue.js, Java","Anglais, Arabe, Français","Natif, Courant","Expérience chez CGI pendant 5 an(s).",,,"2 mois",5503
82,Fahmi,Hassan,hassan.fahmi82@email.ma,0614669507,47,Casablanca,13,"Analyste BI","Orange Maroc",Bac+2,"Master SI","Université Cadi Ayyad",2020,"Symfony, Python, Linux, CI/CD, MySQL, Laravel, Scrum, Agile, Vue.js, React, Java","Français, Anglais","Natif, Intermédiaire","Expérience chez BMCE pendant 13 an(s).",,AWS,"1 mois",15368
83,Sbai,Samira,samira.sbai83@email.ma,0673138581,46,Berrechid,13,"Architecte solutions","Maroc Telecom",Bac+2,"Master Réseaux","Université Cadi Ayyad",2017,"Spring, Node.js, Linux, Pandas, Scrum, Angular, TensorFlow, Laravel, Git","Français, Anglais, Arabe","Intermédiaire, Natif, Bilingue","Expérience chez Orange Maroc pendant 13 an(s).",,Scrum,"2 mois",11331
84,Benjelloun,Mehdi,mehdi.benjelloun84@email.ma,0647078430,36,Khouribga,10,"Chef de projet IT","Maroc Telecom",Bac+5,"Master Réseaux",EHTP,2017,"PostgreSQL, Docker, Kubernetes, PHP, Machine Learning, Linux, Node.js, Tableau, Agile, CI/CD","Français, Arabe","Natif, Bilingue, Courant","Expérience chez Groupe Addoha pendant 10 an(s).",,,"3 mois",5150
85,Bennani,Youssef,youssef.bennani85@email.ma,0671367115,21,Mohammedia,7,"Scrum Master",REDAL,Bac+2,"Master Big Data",ENSIAS,2012,"PostgreSQL, AWS, Python, Symfony, Tableau","Anglais, Français, Arabe","Intermédiaire, Courant, Natif","Expérience chez Attijariwafa Bank pendant 7 an(s).","Projet REST API.",Scrum,"2 mois",8650
86,Rami,Imane,imane.rami86@email.ma,0638478043,42,Tanger,12,"Data Scientist","Maroc Telecom",Bac+3,"Master MIAGE",ENSIAS,2021,"PostgreSQL, Laravel, Symfony, SQL, Machine Learning, Linux, PHP, TensorFlow, Docker","Anglais, Arabe","Courant, Natif, Intermédiaire","Expérience chez Webhelp pendant 12 an(s).",,AWS,"1 mois",27164
87,Alaoui,Mehdi,mehdi.alaoui87@email.ma,0653926908,37,Taza,8,"Administrateur système","Royal Air Maroc",Bac+3,"Licence informatique","Université Cadi Ayyad",2012,"Java, SQL, TensorFlow, Azure","Anglais, Arabe","Natif, Intermédiaire","Expérience chez Webhelp pendant 8 an(s).","Projet Symfony.",PMP,"1 mois",13246
88,Zahir,Nabil,nabil.zahir88@email.ma,0610094398,21,Marrakech,12,"Responsable SI","Maroc Telecom",Bac+3,"Ingénieur d'état",ENSIAS,2018,"Git, Java, Angular, Scrum","Anglais, Arabe, Français","Natif, Courant","Expérience chez Webhelp pendant 12 an(s).","Projet Agile.",,"3 mois",27982
89,Sbai,Hassan,hassan.sbai89@email.ma,0675423464,34,Tetouan,15,"Ingénieur réseau",Webhelp,Bac+3,"Master MIAGE",ENSI,2018,"Kubernetes, JavaScript, REST API, PostgreSQL, Laravel, Linux, Power BI, SQL, Machine Learning, Spring","Français, Anglais, Arabe","Bilingue, Courant","Expérience chez Orange Maroc pendant 15 an(s).","Projet Pandas.",Azure,"2 mois",8016
90,Benjelloun,Hamza,hamza.benjelloun90@email.ma,0627625842,28,Khouribga,7,"Développeur Python","Société nationale",Bac+2,"Licence informatique","Université Hassan II",2025,"TensorFlow, Power BI, Tableau, Pandas, Agile, SQL, CI/CD","Français, Anglais, Arabe","Natif, Courant, Intermédiaire","Expérience chez Royal Air Maroc pendant 7 an(s).","Projet Agile.",,"2 mois",24713
91,Bennani,Karim,karim.bennani91@email.ma,0649240884,28,Tanger,0,,,Bac+2,"Master Réseaux","UM5 Rabat",2014,"Git, Python, TensorFlow, PostgreSQL","Anglais, Français, Arabe","Courant, Intermédiaire, Bilingue",,,,Immédiate,18049
92,Zahir,Asmae,asmae.zahir92@email.ma,0658221976,28,Rabat,6,"Architecte solutions",CGI,Bac+3,"Master MIAGE","Université Hassan II",2025,"Laravel, Docker, Power BI, Vue.js, Tableau, Pandas, TensorFlow, Kubernetes, REST API, Scrum, Linux","Français, Arabe, Anglais","Intermédiaire, Courant, Natif","Expérience chez Orange Maroc pendant 6 an(s).","Projet PostgreSQL.",PMP,"2 mois",9400
93,Zahir,Hamza,hamza.zahir93@email.ma,0629152163,21,"El Jadida",15,"Développeur Full Stack","Royal Air Maroc",Bac+5,"Master Data","FST Fes",2020,"Agile, Angular, AWS, Scrum","Arabe, Anglais, Français","Natif, Intermédiaire, Bilingue","Expérience chez CGI pendant 15 an(s).","Projet Symfony.",,"3 mois",8231
94,Benkirane,Hafsa,hafsa.benkirane94@email.ma,0678266093,44,Nador,13,"Product Owner","Capgemini Maroc",Bac+2,"Master SI","Université Cadi Ayyad",2025,"Symfony, Pandas, Agile, Power BI, Angular","Français, Anglais","Bilingue, Courant, Intermédiaire","Expérience chez Deloitte Maroc pendant 13 an(s).","Projet Java.",PMP,"1 mois",10647
95,Belkadi,Samira,samira.belkadi95@email.ma,0644867261,25,Mohammedia,10,"Développeur .NET",Inwi,Bac+2,"Master MIAGE",EHTP,2017,"TensorFlow, Node.js, Spring, Tableau, Machine Learning, Java, React, Laravel, Git, Pandas, Kubernetes","Arabe, Anglais, Français","Intermédiaire, Courant","Expérience chez Inwi pendant 10 an(s).",,PMP,"2 mois",10021
96,Ouazzani,Karim,karim.ouazzani96@email.ma,0631760205,43,Fes,13,"Testeur QA",REDAL,Bac+3,"Master Réseaux",ENSI,2016,"Vue.js, TensorFlow, Tableau, Linux, CI/CD, Python, JavaScript, SQL, Java, Kubernetes, Scrum","Français, Arabe, Anglais","Bilingue, Courant","Expérience chez Attijariwafa Bank pendant 13 an(s).",,Azure,"2 mois",28695
97,Benjelloun,Nabil,nabil.benjelloun97@email.ma,0634246428,34,Khemisset,11,"Ingénieur cloud",CGI,Bac+3,"Master Big Data",EMI,2025,"Angular, Node.js, Machine Learning","Anglais, Arabe","Courant, Intermédiaire","Expérience chez Orange Maroc pendant 11 an(s).","Projet TensorFlow.",Azure,"2 mois",4490
98,Berrada,Iman,iman.berrada98@email.ma,0636864198,53,Taza,3,"Product Owner","Capgemini Maroc",Bac+3,"Master Data","FST Marrakech",2015,"REST API, Agile, Pandas","Anglais, Arabe, Français","Intermédiaire, Natif","Expérience chez Majorel pendant 3 an(s).",,AWS,"1 mois",19418
99,Benkirane,Salma,salma.benkirane99@email.ma,0659527134,44,"El Jadida",0,,,Bac+5,"Licence informatique",INSEA,2023,"PostgreSQL, Python, TensorFlow, AWS, Scrum, PHP, React, Symfony, REST API, Machine Learning, Vue.js","Arabe, Anglais, Français","Courant, Natif, Bilingue",,"Projet TensorFlow.",PMP,"3 mois",15058
100,Drissi,Khalid,khalid.drissi100@email.ma,0633363028,27,Khemisset,4,"Analyste BI",REDAL,Bac+2,"Master Réseaux","FST Fes",2022,"Vue.js, Symfony, Agile","Français, Anglais","Natif, Bilingue","Expérience chez Capgemini Maroc pendant 4 an(s).",,Azure,"2 mois",7856
101,Bensouda,Asmae,asmae.bensouda101@email.ma,0655910281,30,Mohammedia,11,"Product Owner",Majorel,Bac+5,"Master MIAGE",EHTP,2016,"Machine Learning, Docker, PHP, Azure, Laravel, TensorFlow, Node.js, JavaScript","Anglais, Arabe","Natif, Courant, Intermédiaire","Expérience chez Royal Air Maroc pendant 11 an(s).",,,"1 mois",29450
102,Rami,Iman,iman.rami102@email.ma,0671742765,29,Meknes,12,"Testeur QA","Royal Air Maroc",Bac+2,"Master Big Data",ENSIAS,2022,"CI/CD, Docker, Laravel","Anglais, Arabe","Natif, Bilingue","Expérience chez REDAL pendant 12 an(s).","Projet Angular.",,"2 mois",10553
103,Bensouda,Younes,younes.bensouda103@email.ma,0650853698,42,Mohammedia,11,"Testeur QA",CGI,Bac+5,"Master SI","UM5 Rabat",2019,"PHP, Azure, Kubernetes, Vue.js, TensorFlow, Tableau, Machine Learning, Docker, AWS, Symfony, CI/CD, JavaScript","Anglais, Arabe, Français","Courant, Bilingue, Natif","Expérience chez REDAL pendant 11 an(s).","Projet Python.",,"3 mois",17931
104,Bensouda,Houda,houda.bensouda104@email.ma,0645742173,21,Agadir,11,"Développeur Python",Inwi,Bac+5,"Master SI",INSEA,2022,"MySQL, Power BI, CI/CD, Node.js, PostgreSQL, Git, Symfony, TensorFlow, Angular, React, Laravel","Arabe, Anglais","Natif, Intermédiaire, Bilingue","Expérience chez Attijariwafa Bank pendant 11 an(s).","Projet TensorFlow.",AWS,Immédiate,6404
105,Kabbaj,Omar,omar.kabbaj105@email.ma,0657792180,40,Marrakech,9,"Administrateur système","Deloitte Maroc",Bac+2,"Licence informatique","FST Marrakech",2019,"SQL, Java, Tableau, Agile, Pandas, Laravel, Power BI, PHP, Symfony","Anglais, Français, Arabe","Intermédiaire, Bilingue, Courant","Expérience chez Deloitte Maroc pendant 9 an(s).","Projet Kubernetes.",,"2 mois",8266
106,Fahmi,Meryem,meryem.fahmi106@email.ma,0645578461,36,Khouribga,0,,,Bac+2,"Master Data","FST Marrakech",2015,"React, Git, Python, PHP, TensorFlow, Docker, Scrum, AWS, Node.js, SQL","Anglais, Arabe","Courant, Natif",,,,"2 mois",23264
107,Belkadi,Zineb,zineb.belkadi107@email.ma,0630641163,52,Sale,0,,,Bac+2,"Master SI",INSEA,2019,"JavaScript, Azure, Symfony, PHP, Docker, Git, Kubernetes","Anglais, Arabe","Intermédiaire, Courant",,"Projet Git.",AWS,"1 mois",18209
108,Kettani,Salim,salim.kettani108@email.ma,0636620050,43,Nador,6,"Développeur mobile",Inwi,Bac+5,"Licence informatique","Université Hassan II",2021,"Angular, Tableau, TensorFlow, Machine Learning, JavaScript, Git, PHP, React","Français, Anglais","Intermédiaire, Bilingue, Courant","Expérience chez Maroc Telecom pendant 6 an(s).","Projet PostgreSQL.",,"2 mois",20064
109,Drissi,Soukaina,soukaina.drissi109@email.ma,0630800867,35,Meknes,9,"Administrateur système",Inwi,Bac+2,"Master Big Data",ENSIAS,2017,"Spring, CI/CD, React","Anglais, Arabe, Français","Bilingue, Courant, Intermédiaire","Expérience chez CGI pendant 9 an(s).","Projet TensorFlow.",,"3 mois",11195
110,Lamrani,Samira,samira.lamrani110@email.ma,0677958244,55,Rabat,0,,,Bac+5,"Ingénieur d'état","Al Akhawayn",2015,"AWS, Machine Learning, Kubernetes, Scrum, Angular, Git, Tableau, Power BI","Anglais, Arabe, Français","Natif, Courant, Bilingue",,"Projet Agile.",Azure,"1 mois",6845
111,Kettani,Bilal,bilal.kettani111@email.ma,0639043756,29,Kenitra,10,"Testeur QA",Majorel,Bac+5,"Master SI",ENSIAS,2018,"CI/CD, MySQL, Spring, SQL, Azure, Java","Arabe, Anglais, Français","Bilingue, Natif, Intermédiaire","Expérience chez Capgemini Maroc pendant 10 an(s).",,,"3 mois",13286
112,Ouazzani,Hassan,hassan.ouazzani112@email.ma,0633089103,46,Fes,9,"Développeur .NET",Inwi,Bac+3,"Master MIAGE",EMI,2011,"TensorFlow, Tableau, SQL, PostgreSQL, React, PHP, AWS, Node.js","Français, Anglais","Courant, Natif","Expérience chez Société nationale pendant 9 an(s).",,PMP,Immédiate,4413
113,Moussaoui,Amal,amal.moussaoui113@email.ma,0620137662,40,Casablanca,10,"Analyste BI","Maroc Telecom",Bac+5,"Master Data",EHTP,2011,"AWS, Laravel, Spring, JavaScript, Power BI, SQL, Kubernetes, REST API, React","Anglais, Arabe","Bilingue, Natif, Courant","Expérience chez Maroc Telecom pendant 10 an(s).","Projet Vue.js.",PMP,Immédiate,9201
114,Bouhout,Bilal,bilal.bouhout114@email.ma,0618367651,41,Nador,2,"Consultant SAP",Inwi,Bac+5,"Master Big Data",ENSIAS,2020,"Linux, Pandas, Docker, Kubernetes, CI/CD, Vue.js","Arabe, Français, Anglais","Intermédiaire, Courant","Expérience chez OCP pendant 2 an(s).",,Azure,Immédiate,13727
115,Guessous,Iman,iman.guessous115@email.ma,0619957567,36,Khemisset,0,,,Bac+2,"Master Data",EMI,2017,"Spring, MySQL, Azure","Arabe, Anglais","Natif, Courant",,"Projet TensorFlow.",PMP,"1 mois",9731
116,Bouhout,Younes,younes.bouhout116@email.ma,0649299456,45,Inezgane,0,,,Bac+3,"Master Data",EMI,2024,"PostgreSQL, Python, Agile, Vue.js, Kubernetes, CI/CD, JavaScript, Azure, SQL","Anglais, Arabe, Français","Courant, Intermédiaire",,,Azure,Immédiate,8444
117,Guessous,Houda,houda.guessous117@email.ma,0629048513,31,Tanger,6,"Développeur Python","Groupe Addoha",Bac+2,"Master MIAGE",ENSI,2011,"PostgreSQL, Python, Spring, Linux, Scrum, Tableau, REST API, Symfony, Azure, Laravel","Arabe, Anglais","Intermédiaire, Natif","Expérience chez Orange Maroc pendant 6 an(s).","Projet Kubernetes.",,Immédiate,15398
118,Drissi,Rania,rania.drissi118@email.ma,0636517410,36,Inezgane,3,"Product Owner",BMCE,Bac+5,"Master SI","FST Fes",2025,"Kubernetes, SQL, CI/CD, Linux, Tableau, Node.js, Symfony","Anglais, Arabe, Français","Courant, Intermédiaire","Expérience chez OCP pendant 3 an(s).","Projet Java.",,"3 mois",6957
119,Alaoui,Youssef,youssef.alaoui119@email.ma,0670928699,40,Tetouan,0,,,Bac+2,"Master Data","FST Fes",2025,"Azure, PHP, TensorFlow, Symfony, Scrum, Agile","Anglais, Arabe","Courant, Natif, Bilingue",,"Projet Power BI.",Azure,"3 mois",29156
120,Benjelloun,Tarik,tarik.benjelloun120@email.ma,0667291748,54,Tetouan,13,"Consultant SAP",CGI,Bac+3,"Master Réseaux","Al Akhawayn",2025,"Node.js, AWS, REST API, Pandas","Arabe, Anglais","Bilingue, Natif","Expérience chez Groupe Addoha pendant 13 an(s).","Projet Tableau.",,"2 mois",8977
121,Kabbaj,Samira,samira.kabbaj121@email.ma,0619132644,41,Berrechid,13,"Ingénieur DevOps",Lydec,Bac+3,"Master MIAGE","Université Hassan II",2021,"REST API, Vue.js, Angular, Python, Java, Machine Learning, Git, Tableau","Anglais, Français, Arabe","Courant, Natif, Intermédiaire","Expérience chez Capgemini Maroc pendant 13 an(s).",,,"3 mois",16765
122,Idrissi,Hafsa,hafsa.idrissi122@email.ma,0636913086,32,Tetouan,15,"Consultant SAP","Royal Air Maroc",Bac+2,"Master MIAGE","FST Fes",2023,"Angular, TensorFlow, AWS, CI/CD, Kubernetes, Java, Symfony, REST API, Scrum","Arabe, Français, Anglais","Intermédiaire, Bilingue","Expérience chez Attijariwafa Bank pendant 15 an(s).","Projet Symfony.",AWS,"1 mois",13572
123,Berrada,Tarik,tarik.berrada123@email.ma,0655770545,43,Tetouan,10,"Administrateur système","Royal Air Maroc",Bac+5,"Master Réseaux","Université Cadi Ayyad",2014,"Power BI, Tableau, Machine Learning, PHP, REST API, Vue.js, Java, Linux, JavaScript","Arabe, Français, Anglais","Courant, Intermédiaire, Natif","Expérience chez Groupe Addoha pendant 10 an(s).","Projet Laravel.",Azure,"2 mois",11321
124,Mekki,Houda,houda.mekki124@email.ma,0652001076,46,Oujda,13,"Data Scientist","Société nationale",Bac+5,"Master MIAGE","FST Marrakech",2024,"Python, Java, Kubernetes, Agile, Vue.js, Node.js, Laravel","Anglais, Français","Bilingue, Courant, Intermédiaire","Expérience chez BMCE pendant 13 an(s).","Projet Kubernetes.",,Immédiate,29116
125,Moussaoui,Salim,salim.moussaoui125@email.ma,0668565524,30,Rabat,7,"Consultant SAP",Lydec,Bac+3,"Master Data","UM5 Rabat",2011,"Tableau, CI/CD, AWS","Arabe, Français, Anglais","Courant, Natif, Intermédiaire","Expérience chez Deloitte Maroc pendant 7 an(s).",,,Immédiate,22768
126,"El Amrani",Khadija,khadija.el.amrani126@email.ma,0662706154,48,Sale,7,"Ingénieur DevOps",BMCE,Bac+3,"Master Data","Université Cadi Ayyad",2015,"REST API, Symfony, PostgreSQL, Agile, Spring, AWS, Machine Learning, Docker, Git, Python","Arabe, Français, Anglais","Bilingue, Courant, Natif","Expérience chez CGI pendant 7 an(s).",,,"3 mois",22156
127,Fahmi,Anas,anas.fahmi127@email.ma,0667841775,55,Khouribga,12,"Développeur PHP","Royal Air Maroc",Bac+2,"Licence informatique","UM5 Rabat",2021,"AWS, Vue.js, TensorFlow, REST API, Agile, React, Java, Angular, PHP, Docker","Arabe, Anglais","Intermédiaire, Courant","Expérience chez Société nationale pendant 12 an(s).","Projet Spring.",,"1 mois",11529
128,Bensouda,Sara,sara.bensouda128@email.ma,0626838515,39,Marrakech,7,"Ingénieur réseau","Groupe Addoha",Bac+5,"Master Réseaux",ENSIAS,2017,"Java, Laravel, Spring, PostgreSQL, JavaScript, Pandas, Vue.js, Node.js, Git","Français, Arabe, Anglais","Natif, Bilingue","Expérience chez CGI pendant 7 an(s).",,AWS,"3 mois",12776
129,Moussaoui,Imane,imane.moussaoui129@email.ma,0671672731,35,Kenitra,3,"Administrateur système","Deloitte Maroc",Bac+3,"Licence informatique","UM5 Rabat",2018,"TensorFlow, Java, Vue.js, Machine Learning, PostgreSQL, Scrum","Anglais, Arabe","Courant, Bilingue","Expérience chez Inwi pendant 3 an(s).","Projet AWS.",Azure,"2 mois",29081
130,Berrada,Rachid,rachid.berrada130@email.ma,0652228828,32,Khouribga,5,"Ingénieur DevOps",OCP,Bac+3,"Master SI",INSEA,2014,"Git, CI/CD, Azure, React, Tableau, Pandas, Node.js, PHP","Anglais, Français","Natif, Intermédiaire","Expérience chez Capgemini Maroc pendant 5 an(s).",,AWS,"3 mois",21849
131,Fassi,Amal,amal.fassi131@email.ma,0649511987,34,Settat,9,"Data Engineer",OCP,Bac+2,"Master Réseaux","FST Fes",2024,"MySQL, Agile, Git, PHP, Power BI, Node.js, Azure, Docker, Spring, Symfony, Kubernetes","Arabe, Français","Natif, Courant","Expérience chez Groupe Addoha pendant 9 an(s).",,AWS,"3 mois",7400
132,Moussaoui,Karim,karim.moussaoui132@email.ma,0645774667,21,Tetouan,3,"Administrateur système",OCP,Bac+3,"Master Réseaux",ENSIAS,2016,"Spring, Kubernetes, AWS, React, Java, Scrum, REST API, Vue.js, JavaScript, Python","Anglais, Arabe, Français","Courant, Intermédiaire, Natif","Expérience chez Lydec pendant 3 an(s).",,,"3 mois",25490
133,Sbai,Hamza,hamza.sbai133@email.ma,0643506180,22,"El Jadida",10,"Ingénieur réseau",BMCE,Bac+2,"Master Réseaux",ENSIAS,2015,"Kubernetes, AWS, PHP, Git, Power BI, Angular, MySQL, Python","Français, Arabe, Anglais","Natif, Intermédiaire, Courant","Expérience chez Société nationale pendant 10 an(s).","Projet Python.",AWS,"1 mois",29380
134,Benkirane,Rachid,rachid.benkirane134@email.ma,0610901080,40,Nador,10,"Ingénieur cloud",OCP,Bac+2,"Ingénieur d'état",EHTP,2020,"Python, Tableau, CI/CD, MySQL, PHP, Git, Azure, AWS, Agile","Arabe, Français","Courant, Intermédiaire, Bilingue","Expérience chez Webhelp pendant 10 an(s).","Projet Kubernetes.",,"1 mois",16424
135,Moussaoui,Zineb,zineb.moussaoui135@email.ma,0648368684,38,Settat,7,"Ingénieur logiciel","Orange Maroc",Bac+3,"Licence informatique","Al Akhawayn",2017,"Power BI, Python, Scrum, PostgreSQL, Agile, React, Git","Français, Anglais","Courant, Natif","Expérience chez Inwi pendant 7 an(s).","Projet Symfony.",,"1 mois",20731
136,Benkirane,Ibrahim,ibrahim.benkirane136@email.ma,0616911817,32,Sale,6,"Administrateur système","Attijariwafa Bank",Bac+2,"Master MIAGE",EMI,2014,"Spring, React, TensorFlow, REST API, Docker, Laravel, Machine Learning, Agile, Scrum, MySQL, Tableau, SQL","Arabe, Anglais","Courant, Intermédiaire","Expérience chez Webhelp pendant 6 an(s).",,PMP,Immédiate,15797
137,Drissi,Nour,nour.drissi137@email.ma,0622094248,51,Taza,0,,,Bac+5,"Master MIAGE",EHTP,2017,"AWS, Agile, Kubernetes, Azure, Vue.js, Laravel, Docker, Spring, CI/CD, Angular, Pandas","Anglais, Arabe, Français","Courant, Natif, Bilingue",,,Scrum,"1 mois",28375
138,Lamrani,Amine,amine.lamrani138@email.ma,0647828715,37,Berrechid,15,"Administrateur système",REDAL,Bac+5,"Licence informatique",EMI,2013,"REST API, Angular, Laravel","Français, Anglais, Arabe","Natif, Bilingue, Courant","Expérience chez Royal Air Maroc pendant 15 an(s).",,Azure,"2 mois",8670
